timestamp,tool,target,source,type,properties_json
2026-05-13T09:40:52.153628798Z,gau,http://c2server.example.com/command.txt,gau,discovery,"{""history_url"":""http://c2server.example.com/command.txt""}"
2026-05-13T09:40:52.153628798Z,gau,https://acme-netmon.example.com/,gau,discovery,"{""history_url"":""https://acme-netmon.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://api.example.com/v1/alerts,gau,discovery,"{""history_url"":""https://api.example.com/v1/alerts""}"
2026-05-13T09:40:52.153628798Z,gau,https://initech-netmon.example.com/,gau,discovery,"{""history_url"":""https://initech-netmon.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://panel.example.com/security-entry,gau,discovery,"{""history_url"":""https://panel.example.com/security-entry""}"
2026-05-13T09:40:52.153628798Z,gau,https://cos.example.com/part1,gau,discovery,"{""history_url"":""https://cos.example.com/part1""}"
2026-05-13T09:40:52.153628798Z,gau,https://api.example.com/mcp,gau,discovery,"{""history_url"":""https://api.example.com/mcp""}"
2026-05-13T09:40:52.153628798Z,gau,https://my-agent.example.com/api/network/agents,gau,discovery,"{""history_url"":""https://my-agent.example.com/api/network/agents""}"
2026-05-13T09:40:52.153628798Z,gau,https://my-agent.example.com/api/agent,gau,discovery,"{""history_url"":""https://my-agent.example.com/api/agent""}"
2026-05-13T09:40:52.153628798Z,gau,https://agent.example.com/api/agent,gau,discovery,"{""history_url"":""https://agent.example.com/api/agent""}"
2026-05-13T09:40:52.153628798Z,gau,https://research.example.com/api/agent,gau,discovery,"{""history_url"":""https://research.example.com/api/agent""}"
2026-05-13T09:40:52.153628798Z,gau,https://agent-001.example.com/api/agent,gau,discovery,"{""history_url"":""https://agent-001.example.com/api/agent""}"
2026-05-13T09:40:52.153628798Z,gau,https://agent-002.example.com/api/agent,gau,discovery,"{""history_url"":""https://agent-002.example.com/api/agent""}"
2026-05-13T09:40:52.153628798Z,gau,https://evil.example.com/x.js,gau,discovery,"{""history_url"":""https://evil.example.com/x.js""}"
2026-05-13T09:40:52.153628798Z,gau,https://agent-002.example.com/api/agent-network,gau,discovery,"{""history_url"":""https://agent-002.example.com/api/agent-network""}"
2026-05-13T09:40:52.153628798Z,gau,https://agent.example.com/api/agent-network,gau,discovery,"{""history_url"":""https://agent.example.com/api/agent-network""}"
2026-05-13T09:40:52.153628798Z,gau,https://my-tunnel.example.com/,gau,discovery,"{""history_url"":""https://my-tunnel.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,http://example.com/secondary_script.ps1,gau,discovery,"{""history_url"":""http://example.com/secondary_script.ps1""}"
2026-05-13T09:40:52.153628798Z,gau,https://van.example.com/contact,gau,discovery,"{""history_url"":""https://van.example.com/contact""}"
2026-05-13T09:40:52.153628798Z,gau,https://van.example.com/,gau,discovery,"{""history_url"":""https://van.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://tx.internal.example.com/,gau,discovery,"{""history_url"":""https://tx.internal.example.com/""}"
2026-05-13T09:40:52.153628798Z,gau,https://remote.example.com,gau,discovery,"{""history_url"":""https://remote.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://bad.example.com,gau,discovery,"{""history_url"":""https://bad.example.com""}"
2026-05-13T09:40:52.153628798Z,gau,https://example.com/tasks,gau,discovery,"{""history_url"":""https://example.com/tasks""}"
2026-05-13T09:40:52.153628798Z,gau,https://remote.example.com/tasks,gau,discovery,"{""history_url"":""https://remote.example.com/tasks""}"
